Lower Bound +,Indicator Label,Lower Bound,Indicator Subcategory,Indicator Type Key,Indicator Unit,Upper Bound,Indicator Value,Upper Bound ,Lower Bound ,Upper Bound -,Panel,Panel Label,Panel_Label_Upper,Panel_Max_Year,Panel_Min_Year,Practice Goal,Practice Key,Practice Name,US_Indicator,Value_First_Last,Year
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1983.950437,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2010
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,2010.336968,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2011
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,2066.784425,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2012
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,2108.524776,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2013
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1629.725565,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2002
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1661.565829,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2003
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1715.649773,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2004
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1755.238083,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2005
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1823.360973,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2006
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1875.981303,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2007
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1341.822257,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,1996
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1379.309893,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,1997
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1419.311712,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,1998
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1452.944587,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,1999
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1509.673607,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2000
,Protected & FSC Certified Areas,,Protected,GCR_FR_A,M ha,,1555.875843,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2001
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,22.2,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,22.2,2000
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,25.5,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2001
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,36.5,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2002
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,40,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2003
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,67.2,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2005
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,94,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2007
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,184.3,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2014
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,185,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2015
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,194.1,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2016
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,195.1,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2017
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,200.9,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,200.9,2018
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,100,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2008
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,117,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2009
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,131,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2010
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,149,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2011
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,171.9,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2012
,Protected & FSC Certified Areas,,FSC Certified,GCR_FR_B,M ha,,180.5,,,,Response,Forest Protection,FOREST PROTECTION,2018,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2013
,Integrated Water Resource Management Implementation,,,GCR_FW_A,% of countries with high implementation,,0.343949045,,,,Response,Water Stewardship & Governance,WATER STEWARDSHIP & GOVERNANCE,2017,2017,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,0.3,2017
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,191.2303966,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,191.2,1990
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,196.6544265,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1991
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,203.9405086,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1992
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,207.2332748,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1993
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,223.6641713,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1994
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,231.9054157,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1995
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,1850.611974,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2014
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,1911.172848,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2015
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,2166.755618,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2016
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,2489.456385,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2017
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,2548.834258,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,"2,548.8",2018
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,906.1814953,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2008
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,1089.331049,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2009
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,1273.244271,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2010
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,1278.849501,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2011
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,1673.45739,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2012
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,1704.418077,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2013
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,479.6401926,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2002
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,485.012835,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2003
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,534.9879772,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2004
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,547.6040712,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2005
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,744.51385,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2006
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,865.1733899,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2007
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,240.0553321,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1996
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,304.2253312,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1997
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,326.2222395,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1998
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,350.0345826,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1999
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,363.5880792,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2000
,Protected & Pledged*,,Protected,GCR_OC_A,M ha,,378.1525455,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2001
,Protected & Pledged*,,Pledged,GCR_OC_B,M ha,,,,,,Response,Marine Protection,MARINE PROTECTION,2018,1990,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,
,Protected & Community Conserved* Areas,,Protected,GCR_WL_A,M ha,,1240.134141,,,,Response,Habitat Protection,HABITAT PROTECTION,2018,1990,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,"1,240.1",1990
,Protected & Community Conserved* Areas,,Protected,GCR_WL_A,M ha,,1289.680802,,,,Response,Habitat Protection,HABITAT PROTECTION,2018,1990,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1991
